Kode,Nama,Kecamatan
33.20.12.2013,MURYOLOBO,NALUMSARI
33.20.12.2014,BATEGEDE,NALUMSARI
33.20.12.2015,DORANG,NALUMSARI
33.20.13.2001,BATUKALI,KALINYAMATAN
33.20.13.2002,BANDUNGREJO,KALINYAMATAN
33.20.13.2003,BANYUPUTIH,KALINYAMATAN
33.20.13.2004,PENDOSAWALAN,KALINYAMATAN
33.20.13.2005,DAMARJATI,KALINYAMATAN
33.20.13.2006,PURWOGONDO,KALINYAMATAN
33.20.13.2007,MARGOYOSO,KALINYAMATAN
33.20.13.2008,SENDANG,KALINYAMATAN
33.20.13.2009,KRIYAN,KALINYAMATAN
33.20.13.2010,ROBAYAN,KALINYAMATAN
33.20.13.2011,BAKALAN,KALINYAMATAN
33.20.13.2012,MANYARGADING,KALINYAMATAN
33.20.14.2001,DUDAKAWU,KEMBANG
33.20.14.2002,SUMANDING,KEMBANG
33.20.14.2003,BUCU,KEMBANG
33.20.14.2004,CEPOGO,KEMBANG
33.20.14.2005,PENDEM,KEMBANG
33.20.14.2006,JINGGOTAN,KEMBANG
33.20.14.2007,DERMOLO,KEMBANG
33.20.14.2008,KALIAMAN,KEMBANG
33.20.14.2009,TUBANAN,KEMBANG
33.20.14.2010,BALONG,KEMBANG
33.20.14.2011,KANCILAN,KEMBANG
33.20.15.2001,LEBAK,PAKIS AJI
33.20.15.2002,BULUNGAN,PAKIS AJI
33.20.15.2003,SUWAWAL TIMUR,PAKIS AJI
33.20.15.2004,KAWAK,PAKIS AJI
33.20.15.2005,TANJUNG,PAKIS AJI
33.20.15.2006,PLAJAN,PAKIS AJI
33.20.15.2007,SLAGI,PAKIS AJI
33.20.15.2008,MAMBAK,PAKIS AJI
33.20.16.2001,SUMBERREJO,DONOROJO
33.20.16.2002,CLERING,DONOROJO
33.20.16.2003,UJUNGWATU,DONOROJO
33.20.16.2004,BANYUMANIS,DONOROJO
33.20.16.2005,TULAKAN,DONOROJO
33.20.16.2006,BANDUNGHARJO,DONOROJO
33.20.16.2007,BLINGOH,DONOROJO
33.20.16.2008,JUGO,DONOROJO
33.21.01.2001,BANYUMENENG,MRANGGEN
33.21.01.2002,KEBONBATUR,MRANGGEN
33.21.01.2003,SUMBEREJO,MRANGGEN
33.21.01.2004,KALITENGAH,MRANGGEN
33.21.01.2005,KANGKUNG,MRANGGEN
33.21.01.2006,MRANGGEN,MRANGGEN
33.21.01.2007,BATURSARI,MRANGGEN
33.21.01.2008,BANDUNGREJO,MRANGGEN
33.21.01.2009,BRUMBUNG,MRANGGEN
33.21.01.2010,KEMBANGARUM,MRANGGEN
33.21.01.2011,KARANGSONO,MRANGGEN
33.21.01.2012,TAMANSARI,MRANGGEN
33.21.01.2013,NGEMPLAK,MRANGGEN
33.21.01.2014,MENUR,MRANGGEN
33.21.01.2015,JAMUS,MRANGGEN
33.21.01.2016,WRINGINJAJAR,MRANGGEN
33.21.01.2017,WARU,MRANGGEN
33.21.01.2018,TEGALARUM,MRANGGEN
33.21.01.2019,CANDISARI,MRANGGEN
33.21.02.2001,JRAGUNG,KARANGAWEN
33.21.02.2002,WONOSEKAR,KARANGAWEN
33.21.02.2003,MARGOHAYU,KARANGAWEN
33.21.02.2004,TELUK,KARANGAWEN
33.21.02.2005,TLOGOREJO,KARANGAWEN
33.21.02.2006,REJOSARI,KARANGAWEN
33.21.02.2007,KARANGAWEN,KARANGAWEN
33.21.02.2008,KURIPAN,KARANGAWEN
33.21.02.2009,BUMIREJO,KARANGAWEN
33.21.02.2010,BRAMBANG,KARANGAWEN
33.21.02.2011,SIDOREJO,KARANGAWEN
33.21.02.2012,PUNDENARUM,KARANGAWEN
33.21.03.2001,BLERONG,GUNTUR
33.21.03.2002,BANJAREJO,GUNTUR
33.21.03.2003,WONOREJO,GUNTUR
33.21.03.2004,SARIREJO,GUNTUR
33.21.03.2005,PAMONGAN,GUNTUR
33.21.03.2006,TLOGOWERU,GUNTUR
33.21.03.2007,BOGOSARI,GUNTUR
33.21.03.2008,SUKOREJO,GUNTUR
33.21.03.2009,SIDOKUMPUL,GUNTUR
33.21.03.2010,GAJI,GUNTUR
33.21.03.2011,KRANDON,GUNTUR
33.21.03.2012,TANGKIS,GUNTUR
33.21.03.2013,TEMUROSO,GUNTUR
33.21.03.2014,BAKALREJO,GUNTUR
33.21.03.2015,GUNTUR,GUNTUR
33.21.03.2016,BUMIHARJO,GUNTUR
33.21.03.2017,TLOGOREJO,GUNTUR
33.21.03.2018,TRIMULYO,GUNTUR
33.21.03.2019,SIDOHARJO,GUNTUR
33.21.03.2020,TURITEMPEL,GUNTUR
33.21.04.2001,BULUSARI,SAYUNG
33.21.04.2002,DOMBO,SAYUNG
33.21.04.2003,JETAKSARI,SAYUNG
33.21.04.2004,KALISARI,SAYUNG
33.21.04.2005,KARANGASEM,SAYUNG
33.21.04.2006,PRAMPELAN,SAYUNG
33.21.04.2007,PILANGSARI,SAYUNG
33.21.04.2008,TAMBAKROTO,SAYUNG
33.21.04.2009,LOIRENG,SAYUNG
33.21.04.2010,SAYUNG,SAYUNG
33.21.04.2011,SRIWULAN,SAYUNG
33.21.04.2012,BEDONO,SAYUNG
33.21.04.2013,PURWOSARI,SAYUNG
33.21.04.2014,SIDOGEMAH,SAYUNG
33.21.04.2015,GEMULAK,SAYUNG
33.21.04.2016,TIMBULSLOKO,SAYUNG
33.21.04.2017,SURODADI,SAYUNG
33.21.04.2018,TUGU,SAYUNG
33.21.04.2019,SIDOREJO,SAYUNG
33.21.04.2020,BANJARSARI,SAYUNG
33.21.05.2001,PLOSO,KARANGTENGAH
33.21.05.2002,GROGOL,KARANGTENGAH
33.21.05.2003,PULOSARI,KARANGTENGAH
33.21.05.2004,DONOREJO,KARANGTENGAH
33.21.05.2005,PIDODO,KARANGTENGAH
33.21.05.2006,KLITIH,KARANGTENGAH
33.21.05.2007,SAMPANG,KARANGTENGAH
33.21.05.2008,KEDUNGUTER,KARANGTENGAH
33.21.05.2009,DUKUN,KARANGTENGAH
33.21.05.2010,KARANGSARI,KARANGTENGAH
33.21.05.2011,KARANGTOWO,KARANGTENGAH
33.21.05.2012,WONOWOSO,KARANGTENGAH
33.21.05.2013,WONOKERTO,KARANGTENGAH
33.21.05.2014,BATU,KARANGTENGAH
33.21.05.2015,REJOSARI,KARANGTENGAH
33.21.05.2016,WONOAGUNG,KARANGTENGAH
33.21.05.2017,TAMBAKBULUSAN,KARANGTENGAH
33.21.06.2001,DORENG,WONOSALAM
33.21.06.2002,KALIANYAR,WONOSALAM
33.21.06.2003,TLOGODOWO,WONOSALAM
33.21.06.2004,KARANGROWO,WONOSALAM
33.21.06.2005,LEMPUYANG,WONOSALAM
33.21.06.2006,KENDALDOYONG,WONOSALAM
33.21.06.2007,WONOSALAM,WONOSALAM
33.21.06.2008,KARANGREJO,WONOSALAM
33.21.06.2009,JOGOLOYO,WONOSALAM
33.21.06.2010,BOTOREJO,WONOSALAM
33.21.06.2011,SIDOMULYO,WONOSALAM
33.21.06.2012,PILANGREJO,WONOSALAM
33.21.06.2013,TLOGOREJO,WONOSALAM
33.21.06.2014,KERANGKULON,WONOSALAM
33.21.06.2015,BUNDERAN,WONOSALAM
33.21.06.2016,GETAS,WONOSALAM
33.21.06.2017,MOJODEMAK,WONOSALAM
33.21.06.2018,KUNCIR,WONOSALAM
33.21.06.2019,TRENGGULI,WONOSALAM
33.21.06.2020,MRISEN,WONOSALAM
33.21.06.2021,MRANAK,WONOSALAM
33.21.07.2001,MERAK,DEMPET
33.21.07.2002,KARANGREJO,DEMPET
33.21.07.2003,SIDOMULYO,DEMPET
33.21.07.2004,BOTOSENGON,DEMPET
33.21.07.2005,JERUKGULUNG,DEMPET
33.21.07.2006,KUNIR,DEMPET
33.21.07.2007,BRAKAS,DEMPET
33.21.07.2008,BALEREJO,DEMPET
33.21.07.2009,BALEROMO,DEMPET
33.21.07.2010,KEDUNGORI,DEMPET
33.21.07.2011,KUWU,DEMPET
33.21.07.2012,KEBONSARI,DEMPET
33.21.07.2013,GEMPOLDENOK,DEMPET
33.21.07.2015,HARJOWINANGUN,DEMPET
33.21.07.2016,KRAMAT,DEMPET
33.21.07.2017,DEMPET,DEMPET
33.21.08.2001,SURODADI,GAJAH
33.21.08.2002,JATISONO,GAJAH
33.21.08.2003,KEDONDONG,GAJAH
33.21.08.2004,GEDANGALAS,GAJAH
33.21.08.2005,SAMBIROTO,GAJAH
33.21.08.2006,TANJUNGANYAR,GAJAH
33.21.08.2007,WILALUNG,GAJAH
33.21.08.2008,MEDINI,GAJAH
33.21.08.2009,MLATIHARJO,GAJAH
33.21.08.2010,TAMBIREJO,GAJAH
33.21.08.2011,BANJARSARI,GAJAH
33.21.08.2012,BOYOLALI,GAJAH
33.21.08.2013,GAJAH,GAJAH
33.21.08.2014,SARI,GAJAH
33.21.08.2015,MLEKANG,GAJAH
33.21.08.2016,SAMBUNG,GAJAH
33.21.08.2017,MOJOSIMO,GAJAH
33.21.08.2018,TLOGOPANDOGAN,GAJAH
33.21.09.2001,JATIREJO,KARANGANYAR
33.21.09.2002,NGALURAN,KARANGANYAR
33.21.09.2003,WONOKETINGAL,KARANGANYAR
33.21.09.2004,CANGKRINGREMBANG,KARANGANYAR
33.21.09.2005,CANGKRING,KARANGANYAR
33.21.09.2006,TUWANG,KARANGANYAR
33.21.09.2007,UNDAAN KIDUL,KARANGANYAR
33.21.09.2008,UNDAAN LOR,KARANGANYAR
33.21.09.2009,KETANJUNG,KARANGANYAR
33.21.09.2010,NGEMPLIKWETAN,KARANGANYAR
33.21.09.2011,WONOREJO,KARANGANYAR
33.21.09.2012,KARANGANYAR,KARANGANYAR
33.21.09.2013,KEDUNGWARU KIDUL,KARANGANYAR
33.21.09.2014,KEDUNGWARU LOR,KARANGANYAR
33.21.09.2015,BANDUNGREJO,KARANGANYAR
33.21.09.2016,TUGU LOR,KARANGANYAR
33.21.09.2017,KOTAAN,KARANGANYAR
33.21.10.2001,GENENG,MIJEN
33.21.10.2002,NGELOWETAN,MIJEN
33.21.10.2003,MLATEN,MIJEN
33.21.10.2004,BANTENGMATI,MIJEN
33.21.10.2005,NGELOKULON,MIJEN
33.21.10.2006,PASIR,MIJEN
33.21.10.2007,REJOSARI,MIJEN
33.21.10.2008,NGEGOT,MIJEN
33.21.10.2009,JLEPER,MIJEN
33.21.10.2010,PECUK,MIJEN
33.21.10.2011,TANGGUL,MIJEN
33.21.10.2012,BAKUNG,MIJEN
33.21.10.2013,BREMI,MIJEN
33.21.10.2014,MIJEN,MIJEN
33.21.10.2015,GEMPOLSONGO,MIJEN
33.21.11.1014,MANGUNJIWAN,DEMAK
33.21.11.1015,KALICILIK,DEMAK
33.21.11.1016,SINGOREJO,DEMAK
33.21.11.1017,BETOKAN,DEMAK
33.21.11.1018,BINTORO,DEMAK
33.21.11.1019,KADILANGU,DEMAK
33.21.11.2001,BOLO,DEMAK
33.21.11.2002,BANGO,DEMAK
33.21.11.2003,KEDONDONG,DEMAK
33.21.11.2004,SEDO,DEMAK
33.21.11.2005,MULYOREJO,DEMAK
33.21.11.2006,TURIREJO,DEMAK
33.21.11.2007,RAJI,DEMAK
33.21.11.2008,CABEAN,DEMAK
33.21.11.2009,TEMPURAN,DEMAK
33.21.11.2010,KARANGMLATI,DEMAK
33.21.11.2011,KATONSARI,DEMAK
33.21.11.2012,KALIKONDANG,DEMAK
33.21.11.2013,DONOROJO,DEMAK
33.21.12.2001,JATIMULYO,BONANG
33.21.12.2002,KRAJANBOGO,BONANG
33.21.12.2003,SUKODONO,BONANG
33.21.12.2004,SUMBEREJO,BONANG
33.21.12.2005,KEMBANGAN,BONANG
33.21.12.2006,KARANGREJO,BONANG
33.21.12.2007,GEBANGARUM,BONANG
33.21.12.2008,GEBANG,BONANG
33.21.12.2009,MARGOLINDUK,BONANG
33.21.12.2010,MORODEMAK,BONANG
33.21.12.2011,PURWOREJO,BONANG
33.21.12.2012,BETAHWALANG,BONANG
33.21.12.2013,SERANGAN,BONANG
33.21.12.2014,TRIDONOREJO,BONANG
33.21.12.2015,TLOGOBOYO,BONANG
33.21.12.2016,JATIROGO,BONANG
33.21.12.2017,BONANGREJO,BONANG
33.21.12.2018,PONCOHARJO,BONANG
33.21.12.2019,WONOSARI,BONANG
33.21.12.2020,JALI,BONANG
33.21.12.2021,WEDING,BONANG
33.21.13.2001,WEDUNG,WEDUNG
33.21.13.2002,NGAWEN,WEDUNG
33.21.13.2003,RUWIT,WEDUNG
33.21.13.2004,KENDUREN,WEDUNG
33.21.13.2005,BUKO,WEDUNG
33.21.13.2006,MANDUNG,WEDUNG
33.21.13.2007,BERAHAN KULON,WEDUNG
33.21.13.2008,BERAHAN WETAN,WEDUNG
33.21.13.2009,BUNGO,WEDUNG
33.21.13.2010,TEMPEL,WEDUNG
33.21.13.2011,JETAK,WEDUNG
33.21.13.2012,JUNGSEMI,WEDUNG
33.21.13.2013,JUNGPASIR,WEDUNG
33.21.13.2014,MUTIHWETAN,WEDUNG
33.21.13.2015,BABALAN,WEDUNG
33.21.13.2016,MUTIHKULON,WEDUNG
33.21.13.2017,TEDUNAN,WEDUNG
33.21.13.2018,KENDALASEM,WEDUNG
33.21.13.2019,KEDUNGMUTIH,WEDUNG
33.21.13.2020,KEDUNGKARANG,WEDUNG
33.21.14.2001,PILANGWETAN,KEBONAGUNG
33.21.14.2002,KEBONAGUNG,KEBONAGUNG
33.21.14.2003,KLAMPOK LOR,KEBONAGUNG
33.21.14.2004,MIJEN,KEBONAGUNG
33.21.14.2005,WERDOYO,KEBONAGUNG
33.21.14.2006,MANGUNREJO,KEBONAGUNG
33.21.14.2007,BABAT,KEBONAGUNG
33.21.14.2008,MANGUNANLOR,KEBONAGUNG
33.21.14.2009,TLOGOSIH,KEBONAGUNG
33.21.14.2010,PRIGI,KEBONAGUNG
33.21.14.2011,SARIMULYO,KEBONAGUNG
33.21.14.2012,SOLOWIRE,KEBONAGUNG
33.21.14.2013,SOKOKIDUL,KEBONAGUNG
33.21.14.2014,MEGONTEN,KEBONAGUNG
33.22.01.2001,TAJUK,GETASAN
33.22.01.2002,BATUR,GETASAN
33.22.01.2003,KOPENG,GETASAN
33.22.01.2004,TOLOKAN,GETASAN
33.22.01.2005,WATES,GETASAN
33.22.01.2006,GETASAN,GETASAN
33.22.01.2007,SUMOGAWE,GETASAN
33.22.01.2008,SAMIRONO,GETASAN
33.22.01.2009,JETAK,GETASAN
33.22.01.2010,POLOBOGO,GETASAN
33.22.01.2011,MANGGIHAN,GETASAN
33.22.01.2012,NGRAWAN,GETASAN
33.22.01.2013,NOGOSAREN,GETASAN
33.22.02.2001,DUREN,TENGARAN
33.22.02.2002,SUGIHAN,TENGARAN
33.22.02.2003,SRUWEN,TENGARAN
33.22.02.2004,TEGALREJO,TENGARAN
33.22.02.2005,TENGARAN,TENGARAN
33.22.02.2006,KLERO,TENGARAN
33.22.02.2007,REGUNUNG,TENGARAN
33.22.02.2008,CUKIL,TENGARAN
33.22.02.2009,KARANGDUREN,TENGARAN
33.22.02.2010,BUTUH,TENGARAN
33.22.02.2011,PATEMON,TENGARAN
33.22.02.2012,BENER,TENGARAN
33.22.02.2013,TEGALWATON,TENGARAN
33.22.02.2014,BARUKAN,TENGARAN
33.22.02.2015,NYAMAT,TENGARAN
33.22.03.2001,BADRAN,SUSUKAN
33.22.03.2002,TIMPIK,SUSUKAN
33.22.03.2003,TAWANG,SUSUKAN
33.22.03.2004,BAKALREJO,SUSUKAN
33.22.03.2005,KETAPANG,SUSUKAN
33.22.03.2006,SUSUKAN,SUSUKAN
33.22.03.2007,SIDOHARJO,SUSUKAN
33.22.03.2008,GENTAN,SUSUKAN
33.22.03.2009,MUNCAR,SUSUKAN
33.22.03.2010,NGASINAN,SUSUKAN
33.22.03.2011,KORIPAN,SUSUKAN
33.22.03.2012,KENTENG,SUSUKAN
33.22.03.2013,KEMETUL,SUSUKAN
33.22.04.2001,KEBOWAN,SURUH
33.22.04.2002,BEJI LOR,SURUH
33.22.04.2003,JATIREJO,SURUH
33.22.04.2004,DERSANSARI,SURUH
33.22.04.2005,PURWOREJO,SURUH
33.22.04.2006,KETANGGI,SURUH
33.22.04.2007,MEDAYU,SURUH
33.22.04.2008,BONOMERTO,SURUH
33.22.04.2009,SUKOREJO,SURUH
33.22.04.2010,KEDUNGRINGIN,SURUH
33.22.04.2011,GUNUNG TUMPENG,SURUH
33.22.04.2012,REKSOSARI,SURUH
33.22.04.2013,SURUH,SURUH
33.22.04.2014,PLUMBON,SURUH
33.22.04.2015,KRANDON LOR,SURUH
33.22.04.2016,CUKILAN,SURUH
33.22.04.2017,DADAP AYAM,SURUH
33.22.05.2001,SUMBEREJO,PABELAN
33.22.05.2002,UJUNG-UJUNG,PABELAN
33.22.05.2003,SUKOHARJO,PABELAN
33.22.05.2004,KARANG GONDANG,PABELAN
33.22.05.2005,SEGIRI,PABELAN
33.22.05.2006,TERBAN,PABELAN
33.22.05.2007,TUKANG,PABELAN
33.22.05.2008,SEMOWO,PABELAN
33.22.05.2009,BENDUNGAN,PABELAN
33.22.05.2010,JEMBRAK,PABELAN
33.22.05.2011,GLAWAN,PABELAN
33.22.05.2012,PABELAN,PABELAN
33.22.05.2013,KAUMAN LOR,PABELAN
33.22.05.2014,BEJATEN,PABELAN
33.22.05.2015,KADIREJO,PABELAN
33.22.05.2016,GILING,PABELAN
33.22.05.2017,PADAAN,PABELAN
33.22.06.2001,GEDANGAN,TUNTANG
33.22.06.2002,KALIBEJI,TUNTANG
33.22.06.2003,ROWOSARI,TUNTANG
33.22.06.2004,SRATEN,TUNTANG
33.22.06.2005,JOMBOR,TUNTANG
33.22.06.2006,CANDIREJO,TUNTANG
33.22.06.2007,KESONGO,TUNTANG
33.22.06.2008,WATUAGUNG,TUNTANG
33.22.06.2009,LOPAIT,TUNTANG
33.22.06.2010,TUNTANG,TUNTANG
33.22.06.2011,DELIK,TUNTANG
33.22.06.2012,TLOGO,TUNTANG
33.22.06.2013,KARANGTENGAH,TUNTANG
33.22.06.2014,KARANGANYAR,TUNTANG
33.22.06.2015,TLOMPAKAN,TUNTANG
33.22.06.2016,NGAJARAN,TUNTANG
33.22.07.2001,GEDONG,BANYUBIRU
33.22.07.2002,KEBUMEN,BANYUBIRU
33.22.07.2003,SEPAKUNG,BANYUBIRU
33.22.07.2004,WIROGOMO,BANYUBIRU
33.22.07.2005,KEMAMBANG,BANYUBIRU
33.22.07.2006,TEGARON,BANYUBIRU
33.22.07.2007,ROWOBONI,BANYUBIRU
33.22.07.2008,KEBONDOWO,BANYUBIRU
33.22.07.2009,BANYUBIRU,BANYUBIRU
33.22.07.2010,NGRAPAH,BANYUBIRU
33.22.08.1006,GONDORIYO,JAMBU
33.22.08.2001,GEMAWANG,JAMBU
33.22.08.2002,BEDONO,JAMBU
33.22.08.2003,KELURAHAN,JAMBU
33.22.08.2004,BRONGKOL,JAMBU
33.22.08.2005,JAMBU,JAMBU
33.22.08.2007,KUWARASAN,JAMBU
33.22.08.2008,KEBONDALEM,JAMBU
33.22.08.2009,REJOSARI,JAMBU
33.22.08.2010,GENTING,JAMBU
33.22.09.2001,KEBONAGUNG,SUMOWONO
33.22.09.2002,CANDIGARON,SUMOWONO
33.22.09.2003,NGADIKERSO,SUMOWONO
33.22.09.2004,LANJAN,SUMOWONO
33.22.09.2005,JUBELAN,SUMOWONO
33.22.09.2006,SUMOWONO,SUMOWONO
33.22.09.2007,TRAYU,SUMOWONO
33.22.09.2008,KEMITIR,SUMOWONO
33.22.09.2009,DUREN,SUMOWONO
33.22.09.2010,PLEDOKAN,SUMOWONO
33.22.09.2011,MENDONGAN,SUMOWONO
33.22.09.2012,BUMEN,SUMOWONO
33.22.09.2013,LOSARI,SUMOWONO
33.22.09.2014,KEMAWI,SUMOWONO
33.22.09.2015,PIYANGGANG,SUMOWONO
33.22.09.2016,KESENENG,SUMOWONO
33.22.10.1001,NGAMPIN,AMBARAWA
33.22.10.1002,POJOKSARI,AMBARAWA
33.22.10.1004,TAMBAKBOYO,AMBARAWA
33.22.10.1005,LODOYONG,AMBARAWA
33.22.10.1006,KUPANG,AMBARAWA
33.22.10.1007,KRANGGAN,AMBARAWA
33.22.10.1008,PANJANG,AMBARAWA
33.22.10.1010,BARAN,AMBARAWA
33.22.10.2003,BEJALEN,AMBARAWA
33.22.10.2009,PASEKAN,AMBARAWA
33.22.11.1002,BAWEN,BAWEN
33.22.11.1007,HARJOSARI,BAWEN
33.22.11.2001,DOPLANG,BAWEN
33.22.11.2003,ASINAN,BAWEN
33.22.11.2004,POLOSIRI,BAWEN
33.22.11.2005,KANDANGAN,BAWEN
33.22.11.2006,LEMAHIRENG,BAWEN
33.22.11.2008,SAMBAN,BAWEN
33.22.11.2009,PONCORUSO,BAWEN
33.22.12.2001,BRINGIN,BRINGIN
33.22.12.2002,POPONGAN,BRINGIN
33.22.12.2003,PAKIS,BRINGIN
33.22.12.2004,REMBES,BRINGIN
33.22.12.2005,TANJUNG,BRINGIN
33.22.12.2006,SAMBIREJO,BRINGIN
33.22.12.2007,KALIJAMBE,BRINGIN
33.22.12.2008,KALIKURMO,BRINGIN
33.22.12.2009,GOGODALEM,BRINGIN
33.22.12.2010,LEBAK,BRINGIN
33.22.12.2011,WIRU,BRINGIN
33.22.12.2012,NYEMOH,BRINGIN
33.22.12.2013,TEMPURAN,BRINGIN
33.22.12.2014,SENDANG,BRINGIN
33.22.12.2015,TRUKO,BRINGIN
33.22.12.2016,BANDING,BRINGIN
33.22.13.1001,NGEMPON,BERGAS
33.22.13.1002,KARANGJATI,BERGAS
33.22.13.1005,WUJIL,BERGAS
33.22.13.1009,BERGAS LOR,BERGAS
33.22.13.2003,WRINGINPUTIH,BERGAS
33.22.13.2004,GONDORIYO,BERGAS
33.22.13.2006,GEBUGAN,BERGAS
33.22.13.2007,PAGERSARI,BERGAS
33.22.13.2008,MUNDING,BERGAS
33.22.13.2010,BERGAS KIDUL,BERGAS
33.22.13.2011,RANDUGUNTING,BERGAS
33.22.13.2012,JATIJAJAR,BERGAS
33.22.13.2013,DIWAK,BERGAS
33.22.15.1004,PRINGAPUS,PRINGAPUS
33.22.15.2001,KLEPU,PRINGAPUS
33.22.15.2002,DEREKAN,PRINGAPUS
33.22.15.2003,JATIRUNGGO,PRINGAPUS
33.22.15.2005,PRINGSARI,PRINGAPUS
33.22.15.2006,WONOREJO,PRINGAPUS
33.22.15.2007,WONOYOSO,PRINGAPUS
33.22.15.2008,CANDIREJO,PRINGAPUS
33.22.15.2009,PENAWANGAN,PRINGAPUS
33.22.16.2001,BANCAK,BANCAK
33.22.16.2002,WONOKERTO,BANCAK
33.22.16.2003,JLUMPANG,BANCAK
33.22.16.2004,BANTAL,BANCAK
33.22.16.2005,REJOSARI,BANCAK
33.22.16.2006,PLUMUTAN,BANCAK
33.22.16.2007,LEMBU,BANCAK
33.22.16.2008,PUCUNG,BANCAK
33.22.16.2009,BOTO,BANCAK
33.22.17.2001,KALIWUNGU,KALIWUNGU
33.22.17.2002,JETIS,KALIWUNGU
33.22.17.2003,KENER,KALIWUNGU
33.22.17.2004,KRADENAN,KALIWUNGU
33.22.17.2005,MUKIRAN,KALIWUNGU
33.22.17.2006,PAGER,KALIWUNGU
33.22.17.2007,PAPRINGAN,KALIWUNGU
33.22.17.2008,PAYUNGAN,KALIWUNGU
33.22.17.2009,ROGOMULYO,KALIWUNGU
33.22.17.2010,SIWAL,KALIWUNGU
33.22.17.2011,UDANWUH,KALIWUNGU
33.22.18.1006,CANDIREJO,UNGARAN BARAT
33.22.18.1007,GENUK,UNGARAN BARAT
33.22.18.1008,UNGARAN,UNGARAN BARAT
33.22.18.1009,BANDARJO,UNGARAN BARAT
33.22.18.1010,LANGENSARI,UNGARAN BARAT
33.22.18.2001,BRANJANG,UNGARAN BARAT
33.22.18.2002,KALISIDI,UNGARAN BARAT
33.22.18.2003,KEJI,UNGARAN BARAT
33.22.18.2004,LEREP,UNGARAN BARAT
33.22.18.2005,NYATNYONO,UNGARAN BARAT
33.22.18.2011,GOGIK,UNGARAN BARAT
33.22.19.1001,SIDOMULYO,UNGARAN TIMUR
33.22.19.1002,KALIREJO,UNGARAN TIMUR
33.22.19.1003,SUSUKAN,UNGARAN TIMUR
33.22.19.1007,GEDANGANAK,UNGARAN TIMUR
33.22.19.1008,BEJI,UNGARAN TIMUR
33.22.19.2004,MLUWEH,UNGARAN TIMUR
33.22.19.2005,KAWENGEN,UNGARAN TIMUR
33.22.19.2006,KALIKAYEN,UNGARAN TIMUR
33.22.19.2009,LEYANGAN,UNGARAN TIMUR
33.22.19.2010,KALONGAN,UNGARAN TIMUR
33.22.20.1011,BANDUNGAN,BANDUNGAN
33.22.20.2001,MLILIR,BANDUNGAN
33.22.20.2002,DUREN,BANDUNGAN
33.22.20.2003,JETIS,BANDUNGAN
33.22.20.2004,KENTENG,BANDUNGAN
33.22.20.2005,CANDI,BANDUNGAN
33.22.20.2006,JIMBARAN,BANDUNGAN
33.22.20.2007,PAKOPEN,BANDUNGAN
33.22.20.2008,SIDOMUKTI,BANDUNGAN
33.22.20.2009,BANYUKUNING,BANDUNGAN
33.23.01.2001,BULU,BULU
33.23.01.2002,TEGALURUNG,BULU
33.23.01.2003,CAMPURSARI,BULU
33.23.01.2004,GANDUREJO,BULU
33.23.01.2005,TEGALREJO,BULU
33.23.01.2006,GONDOSULI,BULU
33.23.01.2007,NGIMBRANG,BULU
33.23.01.2008,PUTAT,BULU
33.23.01.2009,DANUPAYAN,BULU
33.23.01.2010,MONDORETNO,BULU
33.23.01.2011,PANDEMULYO,BULU
33.23.01.2012,PASURUAN,BULU
33.23.01.2013,PAKUREJO,BULU
33.23.01.2014,MALANGSARI,BULU
33.23.01.2015,PAGERGUNUNG,BULU
33.23.01.2016,WONOSARI,BULU
33.23.01.2017,BANSARI,BULU
33.23.01.2018,WONOTIRTO,BULU
33.23.01.2019,PENGILON,BULU
33.23.02.2001,TEMBARAK,TEMBARAK
33.23.02.2002,MENGGORO,TEMBARAK
33.23.02.2003,PURWODADI,TEMBARAK
33.23.02.2004,WONOKERSO,TEMBARAK
33.23.02.2005,KEMLOKO,TEMBARAK
33.23.02.2006,GANDU,TEMBARAK
33.23.02.2007,BOTOPUTIH,TEMBARAK
33.23.02.2008,TAWANGSARI,TEMBARAK
33.23.02.2009,GREGES,TEMBARAK
33.23.02.2010,KRAJAN,TEMBARAK
33.23.02.2011,JRAGAN,TEMBARAK
33.23.02.2012,DRONO,TEMBARAK
33.23.02.2013,BANARAN,TEMBARAK
33.23.03.1001,TEMANGGUNG I,TEMANGGUNG
33.23.03.1002,TEMANGGUNG II,TEMANGGUNG
33.23.03.1003,BUTUH,TEMANGGUNG
33.23.03.1004,JAMPIROSO,TEMANGGUNG
33.23.03.1005,JAMPIREJO,TEMANGGUNG
33.23.03.1006,KERTOSARI,TEMANGGUNG
33.23.03.1007,BANYUURIP,TEMANGGUNG
33.23.03.1008,KOWANGAN,TEMANGGUNG
33.23.03.1009,JURANG,TEMANGGUNG
33.23.03.1010,TLOGOREJO,TEMANGGUNG
33.23.03.1012,KEBONSARI,TEMANGGUNG
33.23.03.1013,MANDING,TEMANGGUNG
33.23.03.1014,MUNGSENG,TEMANGGUNG
33.23.03.1015,PURWOREJO,TEMANGGUNG
33.23.03.1016,GIYANTI,TEMANGGUNG
33.23.03.1018,MADURESO,TEMANGGUNG
33.23.03.1022,SIDOREJO,TEMANGGUNG
33.23.03.1025,WALITELON UTARA,TEMANGGUNG
33.23.03.1026,WALITELON SELATAN,TEMANGGUNG
33.23.03.2011,JOHO,TEMANGGUNG
33.23.03.2017,GUNTUR,TEMANGGUNG
33.23.03.2019,LUNGGE,TEMANGGUNG
